ts,price,date
1778076027436,2370.0566070260634,2026-05-06
1778079635862,2358.4549356967977,2026-05-06
1778083236835,2358.489325820802,2026-05-06
1778086809869,2358.785670898581,2026-05-06
1778090430614,2349.5929081218983,2026-05-06
1778094006122,2345.8777187297082,2026-05-06
1778097652568,2348.8498234688627,2026-05-06
1778101230716,2349.252899235713,2026-05-06
1778104823409,2353.9322870774495,2026-05-06
1778108416992,2347.4368967498167,2026-05-06
1778112039005,2350.4781193929102,2026-05-07
1778115652651,2331.682195170579,2026-05-07
1778119203391,2327.135832310419,2026-05-07
1778122841591,2321.6960688783533,2026-05-07
1778126416764,2322.5753003230616,2026-05-07
1778130031459,2326.581774467197,2026-05-07
1778133612893,2329.565853466872,2026-05-07
1778137238403,2335.9311630294483,2026-05-07
1778140827217,2343.700764037728,2026-05-07
1778144472522,2334.1243222762637,2026-05-07
1778148070421,2328.1310034589883,2026-05-07
1778151626787,2326.9131241293962,2026-05-07
1778155225897,2329.723805118491,2026-05-07
1778158821090,2333.4245763745503,2026-05-07
1778162457425,2314.859893720438,2026-05-07
1778166066730,2298.102725187632,2026-05-07
1778169616724,2293.599966867774,2026-05-07
1778173270147,2290.837919600486,2026-05-07
1778176836903,2299.4316570925557,2026-05-07
1778180456586,2296.7691292770583,2026-05-07
1778184011310,2293.580752395429,2026-05-07
1778187625792,2288.7134763748704,2026-05-07
1778191248261,2290.424074989462,2026-05-07
1778194835505,2286.6489432178537,2026-05-07
1778198403838,2291.184888890017,2026-05-08
1778202032288,2284.731914806043,2026-05-08
1778205638011,2284.164449850137,2026-05-08
1778209231699,2278.3835567127917,2026-05-08
1778212812490,2279.450677798582,2026-05-08
1778216448743,2281.180898508274,2026-05-08
1778220036376,2277.834550325393,2026-05-08
1778223603679,2274.1150660433163,2026-05-08
1778227230594,2280.789679938461,2026-05-08
1778230830923,2283.9952796496846,2026-05-08
1778234415547,2283.119300939992,2026-05-08
1778238038694,2287.4248838255216,2026-05-08
1778241607886,2295.501249834401,2026-05-08
1778245255473,2285.3482666447067,2026-05-08
1778248839412,2275.1525600475184,2026-05-08
1778252434896,2284.2844078468074,2026-05-08
1778256061627,2291.3828481491023,2026-05-08
1778259644023,2289.30058314297,2026-05-08
1778263256252,2304.467807918004,2026-05-08
1778266808936,2317.65742749344,2026-05-08
1778270456035,2314.7834880430073,2026-05-08
1778274049297,2306.152997800432,2026-05-08
1778277643970,2313.860369996841,2026-05-08
1778281228703,2310.746953961848,2026-05-08
1778284836563,2306.8311830289026,2026-05-09
1778288457289,2308.2509246782233,2026-05-09
1778292055241,2314.904383041179,2026-05-09
1778295658072,2317.1054786440886,2026-05-09
1778299206768,2315.3425371321628,2026-05-09
1778302855681,2311.8895901808164,2026-05-09
1778306471867,2314.9471787601174,2026-05-09
1778310023341,2313.6513943160708,2026-05-09
1778313613091,2314.6550301208513,2026-05-09
1778317258718,2316.457420370218,2026-05-09
1778320828360,2312.494408102466,2026-05-09
1778324464950,2312.1845498523435,2026-05-09
1778328023914,2314.413193718525,2026-05-09
1778331629544,2316.2142488719905,2026-05-09
1778335254932,2313.936152991496,2026-05-09
1778338822300,2307.6170520244214,2026-05-09
1778342443612,2316.943725844017,2026-05-09
1778346077577,2320.0822788778155,2026-05-09
1778349601052,2328.9386891124523,2026-05-09
1778353234938,2329.45630464335,2026-05-09
1778356833983,2331.731186196554,2026-05-09
1778360416762,2329.003840962945,2026-05-09
1778364046706,2330.912516193106,2026-05-09
1778367608297,2329.5479602451887,2026-05-09
1778371238601,2326.4573018792307,2026-05-10
1778374808096,2322.795864187634,2026-05-10
1778378445868,2322.615504213569,2026-05-10
1778382018813,2326.686582202464,2026-05-10
1778385637620,2327.7106946933586,2026-05-10
1778389224440,2328.0712204974543,2026-05-10
1778392844576,2327.027530918965,2026-05-10
1778396449051,2328.599980344784,2026-05-10
1778400023730,2326.963281025486,2026-05-10
1778403641564,2329.385113328241,2026-05-10
1778407253794,2327.9278173294383,2026-05-10
1778410837170,2325.161105720888,2026-05-10
1778414454831,2321.863398161035,2026-05-10
1778418055246,2322.7238531100083,2026-05-10
1778421602213,2328.8027452402694,2026-05-10
1778425219796,2329.945137738148,2026-05-10
1778428842765,2347.6743512871712,2026-05-10
1778432443480,2349.3013791922267,2026-05-10
1778436034434,2362.672265459065,2026-05-10
1778439642736,2358.6035902104118,2026-05-10
1778443219047,2364.6791409311304,2026-05-10
1778446844548,2327.9006217917436,2026-05-10
1778450422464,2331.0016625014155,2026-05-10
1778454046183,2373.9285602035043,2026-05-10
1778457654355,2368.837665726271,2026-05-11
1778461219259,2350.8297353196244,2026-05-11
1778464892048,2357.5541006366834,2026-05-11
1778468427730,2344.696484244151,2026-05-11
1778472063281,2329.1389605390154,2026-05-11
1778475669964,2333.236968590065,2026-05-11
1778479215340,2335.304403383044,2026-05-11
1778482808939,2333.3694979230336,2026-05-11
1778486461376,2329.749017245951,2026-05-11
1778490007045,2330.4001470242365,2026-05-11
1778493637492,2335.392461962455,2026-05-11
1778497234148,2329.742837762509,2026-05-11
1778500826613,2334.4449685191034,2026-05-11
1778504442993,2329.722461694064,2026-05-11
1778508035888,2321.0182105010663,2026-05-11
1778511622145,2315.409571716806,2026-05-11
1778515246657,2332.180654153123,2026-05-11
1778518866376,2330.045295480794,2026-05-11
1778522466607,2336.7153160821526,2026-05-11
1778526054991,2336.2760451586996,2026-05-11
1778529606113,2338.9009253302124,2026-05-11
1778533242838,2337.1968612550563,2026-05-11
1778536922923,2339.9929272782324,2026-05-11
1778540447843,2341.1422197846255,2026-05-11
1778544036510,2339.603401986634,2026-05-12
1778547648670,2333.4161707892367,2026-05-12
1778551240600,2311.2506331835934,2026-05-12
1778554843304,2314.5344721491992,2026-05-12
1778558413751,2308.6015019776896,2026-05-12
1778562048540,2310.7285768536904,2026-05-12
1778565609043,2310.6187189977354,2026-05-12
1778569237424,2303.213197015256,2026-05-12
1778572831223,2296.0529065791134,2026-05-12
1778576452728,2286.7352717276985,2026-05-12
1778580009485,2290.529737485297,2026-05-12
1778583658494,2285.3910702155367,2026-05-12
1778587249893,2285.9874062310987,2026-05-12
1778590852862,2287.5935621101694,2026-05-12
1778594408477,2272.255470621675,2026-05-12
1778598035210,2268.2349335216813,2026-05-12
1778601645152,2263.3702385768343,2026-05-12
1778605222342,2263.212738994513,2026-05-12
1778608824419,2275.2204014775098,2026-05-12
1778612436011,2279.866155368264,2026-05-12
1778616036060,2284.4441967784237,2026-05-12
1778619628873,2284.1748112459827,2026-05-12
1778623236933,2284.683439599058,2026-05-12
1778626825620,2282.256260373864,2026-05-12
1778630469866,2274.643164858102,2026-05-13
1778634050375,2282.5434999313834,2026-05-13
1778637638504,2289.5864527680737,2026-05-13
1778641210800,2293.1155678023083,2026-05-13
1778644870566,2300.933984764156,2026-05-13
1778648423499,2306.2403310669024,2026-05-13
1778652033118,2296.78382934265,2026-05-13
1778655636296,2301.02191322683,2026-05-13
1778659240639,2300.0088133398276,2026-05-13
1778662814043,2315.0489194909796,2026-05-13
1778666455187,2319.8163308409894,2026-05-13
1778670027027,2307.8564863793868,2026-05-13
1778673627354,2301.1848642915297,2026-05-13
1778677208034,2283.201921849493,2026-05-13
1778680850159,2261.454853484115,2026-05-13
1778684404727,2266.220150562718,2026-05-13
1778688045310,2237.5063660170076,2026-05-13
1778691604922,2249.8305557864414,2026-05-13
1778695231456,2258.059578657913,2026-05-13
1778698851737,2259.7375993780106,2026-05-13
